x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,gesto
0.0,0.0,0.0,0.15714183449745178,-0.08136995881795883,-0.07004198431968689,0.26938116550445557,-0.2671760022640228,-0.08902221918106079,0.3295758068561554,-0.4325687885284424,-0.10045894235372543,0.3828122913837433,-0.5505478382110596,-0.11130917072296143,0.13079164922237396,-0.5063731670379639,-0.05401220917701721,0.1886489987373352,-0.7061911225318909,-0.09165628254413605,0.2199726700782776,-0.832218587398529,-0.12056929618120193,0.24339991807937622,-0.9408861994743347,-0.14192606508731842,0.01865982636809349,-0.5271597504615784,-0.0480746254324913,0.0246603824198246,-0.7468738555908203,-0.08099972456693649,0.028698839247226715,-0.8852208256721497,-0.10899628698825836,0.026305340230464935,-0.9913354516029358,-0.12869375944137573,-0.0780012384057045,-0.4905592203140259,-0.05160500109195709,-0.12087809294462204,-0.6879025101661682,-0.09158064424991608,-0.13907605409622192,-0.8188436627388,-0.1229381337761879,-0.15137426555156708,-0.9297351837158203,-0.14326882362365723,-0.16031378507614136,-0.4074299931526184,-0.06140649691224098,-0.2001519799232483,-0.5567361116409302,-0.10013417154550552,-0.21875593066215515,-0.6526418924331665,-0.120444156229496,-0.22801868617534637,-0.7408508062362671,-0.1326688975095749,hola
0.0,0.0,0.0,0.1541365385055542,-0.08493325859308243,-0.06562123447656631,0.2676423490047455,-0.2872087061405182,-0.0774461105465889,0.3265925347805023,-0.4567687511444092,-0.08237788081169128,0.3757323920726776,-0.5665430426597595,-0.08593475818634033,0.1288398653268814,-0.528419017791748,-0.03449235484004021,0.1828480362892151,-0.7248106598854065,-0.06294314563274384,0.2085743099451065,-0.8489219546318054,-0.08740189671516418,0.2296648770570755,-0.9508482813835144,-0.10549852252006531,0.019661182537674904,-0.5431485772132874,-0.02666109800338745,0.019765643402934074,-0.7602042555809021,-0.048367101699113846,0.018915889784693718,-0.8949383497238159,-0.06983429938554764,0.014944411814212799,-0.9962483644485474,-0.08524001389741898,-0.07423616200685501,-0.5102077126502991,-0.029131203889846802,-0.11239373683929443,-0.705132782459259,-0.05807516723871231,-0.13045307993888855,-0.8297033905982971,-0.08390141278505325,-0.14574605226516724,-0.9296250939369202,-0.10140921175479889,-0.15885144472122192,-0.43408191204071045,-0.03865065425634384,-0.19810402393341064,-0.5775439739227295,-0.06791720539331436,-0.21886467933654785,-0.6738308668136597,-0.0850217416882515,-0.23127873241901398,-0.7624092698097229,-0.0958762839436531,hola
0.0,0.0,0.0,0.1562025099992752,-0.08599057793617249,-0.06272776424884796,0.2687854468822479,-0.2871820330619812,-0.07196947187185287,0.32396453619003296,-0.4552536606788635,-0.07530555129051208,0.3705211281776428,-0.564721405506134,-0.07716196775436401,0.13048194348812103,-0.5298091769218445,-0.028034325689077377,0.18655726313591003,-0.728277325630188,-0.05539269745349884,0.21427763998508453,-0.850020706653595,-0.07942324876785278,0.23673926293849945,-0.9514885544776917,-0.09724431484937668,0.022445663809776306,-0.5446856021881104,-0.020885134115815163,0.024312909692525864,-0.7600806355476379,-0.04267716407775879,0.02396426349878311,-0.8955875039100647,-0.0656607449054718,0.019199904054403305,-0.9964635968208313,-0.08180247247219086,-0.07117795944213867,-0.5111517310142517,-0.023837095126509666,-0.1094098761677742,-0.7053879499435425,-0.052917469292879105,-0.12701140344142914,-0.8286100625991821,-0.07987916469573975,-0.14199043810367584,-0.9276219606399536,-0.0978461280465126,-0.15499448776245117,-0.4333779811859131,-0.03353029862046242,-0.19423115253448486,-0.5700762271881104,-0.0628647580742836,-0.2134486883878708,-0.6624202728271484,-0.08029583841562271,-0.22474011778831482,-0.7467797994613647,-0.09103299677371979,hola
0.0,0.0,0.0,0.15753574669361115,-0.08720706403255463,-0.06199806556105614,0.2710891664028168,-0.28854361176490784,-0.07234547287225723,0.32470938563346863,-0.45510968565940857,-0.07698128372430801,0.37166979908943176,-0.564229428768158,-0.08059584349393845,0.13401196897029877,-0.5310322642326355,-0.030714761465787888,0.19150389730930328,-0.7262020111083984,-0.05869973078370094,0.22233404219150543,-0.8483559489250183,-0.0827150046825409,0.24681372940540314,-0.948799192905426,-0.10071228444576263,0.022124072536826134,-0.5485990047454834,-0.025207141414284706,0.024185240268707275,-0.7598109841346741,-0.048296693712472916,0.023990483954548836,-0.8933276534080505,-0.07251881062984467,0.019398799166083336,-0.995782196521759,-0.08967438340187073,-0.07529105991125107,-0.5165125131607056,-0.029443642124533653,-0.11408399790525436,-0.7126393914222717,-0.05980972573161125,-0.13411380350589752,-0.8387672305107117,-0.08889643102884293,-0.15031683444976807,-0.9437314867973328,-0.10834255069494247,-0.1616341769695282,-0.437551885843277,-0.040118180215358734,-0.21159306168556213,-0.5810304284095764,-0.0723533034324646,-0.23983092606067657,-0.6766250729560852,-0.09192392975091934,-0.25878509879112244,-0.7642509341239929,-0.10356348007917404,hola
0.0,0.0,0.0,0.1638059914112091,-0.0872933641076088,-0.060046955943107605,0.282915860414505,-0.28639528155326843,-0.06802818924188614,0.34026846289634705,-0.45099782943725586,-0.07006371766328812,0.38917645812034607,-0.5604454278945923,-0.07024848461151123,0.1439668834209442,-0.5309063196182251,-0.022953948006033897,0.20427119731903076,-0.7289530634880066,-0.046837009489536285,0.2351832389831543,-0.8524108529090881,-0.06969943642616272,0.25895974040031433,-0.9556326270103455,-0.08767649531364441,0.033689841628074646,-0.5521390438079834,-0.01616961695253849,0.04305894300341606,-0.764930009841919,-0.03457071632146835,0.04801124706864357,-0.8976091742515564,-0.05701029673218727,0.04690045863389969,-0.9961515069007874,-0.07404439896345139,-0.06215251237154007,-0.5231199264526367,-0.019314272329211235,-0.09419232606887817,-0.7205365896224976,-0.04557677358388901,-0.10782449692487717,-0.8462806940078735,-0.07277704775333405,-0.11873403936624527,-0.9485086798667908,-0.09184657782316208,-0.1460721343755722,-0.4498651325702667,-0.028906449675559998,-0.18877317011356354,-0.5955364108085632,-0.0573422908782959,-0.21041026711463928,-0.6940620541572571,-0.07535640895366669,-0.22217652201652527,-0.785215437412262,-0.08683072030544281,hola
0.0,0.0,0.0,0.16613811254501343,-0.0941968485713005,-0.05071547254920006,0.2819277048110962,-0.29296445846557617,-0.05527322739362717,0.3360501527786255,-0.4544803202152252,-0.05631963536143303,0.3854508697986603,-0.5593975782394409,-0.05655749514698982,0.15003018081188202,-0.5355929136276245,-0.01451384462416172,0.213784322142601,-0.7269535064697266,-0.03610074520111084,0.247897207736969,-0.8504712581634521,-0.05699606612324715,0.27354729175567627,-0.950406551361084,-0.07320591807365417,0.03731875494122505,-0.5544517636299133,-0.013532797805964947,0.04846978187561035,-0.7701957821846008,-0.02744819037616253,0.05306670814752579,-0.898216962814331,-0.04625675827264786,0.0520838238298893,-0.9967753887176514,-0.0610416941344738,-0.06237609684467316,-0.5236496329307556,-0.021888606250286102,-0.09047884494066238,-0.715324342250824,-0.04307948425412178,-0.10359282791614532,-0.8418875932693481,-0.06632504612207413,-0.1120666041970253,-0.9465247392654419,-0.08371419459581375,-0.15292958915233612,-0.4472264349460602,-0.03636135905981064,-0.20128311216831207,-0.5887238383293152,-0.06098198518157005,-0.22501088678836823,-0.6868230700492859,-0.07505791634321213,-0.2360655814409256,-0.7773887515068054,-0.08405457437038422,hola
0.0,0.0,0.0,0.14329567551612854,-0.09205245226621628,-0.06044464558362961,0.2498314082622528,-0.28299927711486816,-0.07570598274469376,0.30773448944091797,-0.44233593344688416,-0.08625873923301697,0.35827627778053284,-0.5520732402801514,-0.09529552608728409,0.12779897451400757,-0.527140200138092,-0.03214402496814728,0.1960831880569458,-0.7152517437934875,-0.06522132456302643,0.23154795169830322,-0.8357087969779968,-0.09394500404596329,0.257216215133667,-0.9367110729217529,-0.11556793749332428,0.02214597351849079,-0.5508037209510803,-0.031066831201314926,0.03436939790844917,-0.7636452913284302,-0.05814320594072342,0.042403146624565125,-0.8928118944168091,-0.08333846181631088,0.0448961965739727,-0.9938411712646484,-0.10131186246871948,-0.07365730404853821,-0.5171515941619873,-0.03980785235762596,-0.09990981221199036,-0.7151324152946472,-0.0743265300989151,-0.11231951415538788,-0.8449910283088684,-0.1026386246085167,-0.11971498280763626,-0.9576815366744995,-0.12193537503480911,-0.1609596610069275,-0.43237432837486267,-0.05465565621852875,-0.2124064713716507,-0.5680205821990967,-0.09116099774837494,-0.2407168298959732,-0.6588472127914429,-0.10886799544095993,-0.26030582189559937,-0.7464802265167236,-0.1190376728773117,hola
0.0,0.0,0.0,0.14337658882141113,-0.10397149622440338,-0.05744238197803497,0.256930410861969,-0.284039705991745,-0.07435732334852219,0.3130469024181366,-0.4335803687572479,-0.08682876825332642,0.363218754529953,-0.53889000415802,-0.09816959500312805,0.13630634546279907,-0.5298985242843628,-0.035001520067453384,0.19750012457370758,-0.716480016708374,-0.06799629330635071,0.2343224138021469,-0.8297837376594543,-0.09755226224660873,0.2622569501399994,-0.9230880737304688,-0.11880618333816528,0.028259772807359695,-0.5477216839790344,-0.03545953705906868,0.039452385157346725,-0.7618989944458008,-0.060945942997932434,0.04670289531350136,-0.8926361799240112,-0.08734148740768433,0.050469767302274704,-0.9930503368377686,-0.10631921887397766,-0.07134205102920532,-0.5108934640884399,-0.04463919624686241,-0.09484890848398209,-0.7083756923675537,-0.07838349044322968,-0.11058556288480759,-0.8381626009941101,-0.11012531816959381,-0.11910954117774963,-0.9446752667427063,-0.13170002400875092,-0.16607937216758728,-0.42404094338417053,-0.0590599961578846,-0.22585996985435486,-0.548952579498291,-0.09752202779054642,-0.2662804126739502,-0.6340873837471008,-0.11828705668449402,-0.2958357036113739,-0.7158613801002502,-0.1296166479587555,hola
0.0,0.0,0.0,0.11762511730194092,-0.11772384494543076,-0.047430481761693954,0.19349536299705505,-0.30250775814056396,-0.0642712339758873,0.21815358102321625,-0.4539741575717926,-0.07883386313915253,0.257363498210907,-0.5623788833618164,-0.09297988563776016,0.07867608219385147,-0.5258162021636963,-0.039814017713069916,0.12766408920288086,-0.7107021808624268,-0.07985158264636993,0.1602194905281067,-0.8255817294120789,-0.11253967136144638,0.18058963119983673,-0.9215179681777954,-0.1357329785823822,-0.01836279220879078,-0.5330047011375427,-0.04911472275853157,-0.02025073766708374,-0.7479380965232849,-0.08130988478660583,-0.024842606857419014,-0.8806569576263428,-0.10992713272571564,-0.036176424473524094,-0.9906863570213318,-0.13127011060714722,-0.10551778227090836,-0.4874284267425537,-0.06597965955734253,-0.13787689805030823,-0.6853749752044678,-0.10595760494470596,-0.16008120775222778,-0.8137427568435669,-0.1388075053691864,-0.1783071905374527,-0.9254339933395386,-0.16145502030849457,-0.1864781379699707,-0.391515851020813,-0.0867619514465332,-0.2632353603839874,-0.5179383158683777,-0.13184002041816711,-0.31392812728881836,-0.599174976348877,-0.1535860002040863,-0.3560555875301361,-0.6821176409721375,-0.16592034697532654,hola
0.0,0.0,0.0,-0.1324002742767334,-0.08694005012512207,-0.036056630313396454,-0.23399636149406433,-0.2584967315196991,-0.04735751450061798,-0.3068567216396332,-0.38277289271354675,-0.060323067009449005,-0.38001298904418945,-0.46265238523483276,-0.07345283776521683,-0.12793821096420288,-0.5141617655754089,0.00819010566920042,-0.1964394748210907,-0.6878076195716858,-0.01636524684727192,-0.23717445135116577,-0.793301522731781,-0.045350536704063416,-0.267344206571579,-0.8912439942359924,-0.06988688558340073,-0.0334252193570137,-0.5409072041511536,-0.007651029620319605,-0.049611639231443405,-0.757455587387085,-0.019830048084259033,-0.05819461867213249,-0.8899132609367371,-0.042789656668901443,-0.06727998703718185,-0.995729386806488,-0.06321676820516586,0.05490127205848694,-0.5131113529205322,-0.033741652965545654,0.05489495024085045,-0.709015965461731,-0.05325954034924507,0.05271824449300766,-0.8305168747901917,-0.07256926596164703,0.045259248465299606,-0.9410409331321716,-0.08991365134716034,0.13694380223751068,-0.44577452540397644,-0.06551914662122726,0.15877825021743774,-0.591977596282959,-0.08421188592910767,0.17096740007400513,-0.6882578134536743,-0.0903635174036026,0.17693272233009338,-0.7828766107559204,-0.0971958190202713,hola
